"","destination","passanger","weather","temperature","time","map","coupon","expiration","gender","age","maritalStatus","Childrennumber","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","click","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"122","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"123","No Urgent Place","Alone","Sunny","55","10AM","NAC1","Coffee House","2h","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","N","1","0","0","0","1","0"
"124","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","Y2","1","0","0","1","0","1"
"125","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","N","1","1","0","0","1","0"
"126","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","N","1","0","0","0","1","0"
"127","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","Y1","1","1","1","0","1","1"
"128","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","Y2","1","1","1","0","1","1"
"129","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","N","1","1","0","0","1","0"
"130","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","Y1","1","0","0","1","0","1"
"131","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"132","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Male","26","Unmarried partner","0","Bachelors degree","Student","$50,000 - $62,499","1","1~3","gt8","4~8","1~3","less1","Y1","1","1","0","0","1","1"
"133","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y1","1","0","0","0","1","1"
"134","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y1","1","0","0","0","1","1"
"135","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y1","1","1","0","0","1","1"
"136","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y1","1","1","0","0","1","1"
"137","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y1","1","1","0","0","1","1"
"138","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y1","1","1","0","0","1","1"
"139","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y1","1","1","0","0","1","1"
"140","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Restaurant(<20)","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y2","1","1","0","0","1","1"
"141","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y1","1","1","0","0","1","1"
"142","No Urgent Place","Kid(s)","Sunny","80","10AM","NAC2","Bar","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","1","0","0","1","0"
"143","No Urgent Place","Kid(s)","Sunny","80","2PM","NAC1","Restaurant(<20)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y2","1","0","0","0","1","1"
"144","No Urgent Place","Kid(s)","Sunny","55","2PM","NAC2","Restaurant(<20)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y2","1","1","0","0","1","1"
"145","No Urgent Place","Kid(s)","Sunny","55","6PM","NAC2","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","1","0","0","1","0"
"146","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","0","0","1","0","0"
"147","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","1","0","0","1","0"
"148","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","0","0","0","1","0"
"149","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","1","1","0","1","0"
"150","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","1","1","0","1","0"
"151","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","1","0","0","1","0"
"152","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","0","0","1","0","0"
"153","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","Y2","1","0","0","0","1","1"
"154","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Female","26","Married partner","1","Some college, no degree","Unemployed","$62,500 - $74,999","1","never","less1","gt8","4~8","never","N","1","1","0","0","1","0"
"155","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","0","0","0","1","1"
"156","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","0","0","0","1","0"
"157","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Bar","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","0","0","0","1","1"
"158","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","1","0","0","1","0"
"159","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC1","Coffee House","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","0","0","0","1","1"
"160","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","1","0","0","1","0"
"161","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y1","1","1","0","0","1","1"
"162","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(<20)","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","1","0","0","1","1"
"163","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","0","0","0","1","0"
"164","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","1","0","0","1","0"
"165","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC1","Coffee House","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","0","0","0","1","0"
"166","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","1","0","0","1","1"
"167","No Urgent Place","Alone","Sunny","55","10AM","NAC1","Coffee House","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","0","0","0","1","0"
"168","Home","Alone","Sunny","55","6PM","BCA1","Bar","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","0","0","1","0","1"
"169","Home","Alone","Sunny","55","6PM","BAC2","Restaurant(20-50)","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","1","0","0","1","1"
"170","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","0","0","0","1","0"
"171","Work","Alone","Sunny","55","7AM","CBA1","Coffee House","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","1","1","0","1","0"
"172","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","1","1","0","1","1"
"173","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","1","0","0","1","1"
"174","Work","Alone","Sunny","80","7AM","BCA1","Carry out & Take away","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","0","0","1","0","0"
"175","Work","Alone","Sunny","55","7AM","BAC1","Restaurant(<20)","1d","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","Y2","1","0","0","0","1","1"
"176","Work","Alone","Sunny","55","7AM","BAC2","Coffee House","2h","Male","26","Single","0","Some college, no degree","Healthcare Support","$37,500 - $49,999","1","gt8","gt8","gt8","gt8","gt8","N","1","1","0","0","1","0"
"177","No Urgent Place","Alone","Sunny","55","2PM","NAC1","Restaurant(<20)","1d","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"178","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Coffee House","2h","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"179","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC1","Bar","1d","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","N","1","0","0","0","1","0"
"180","No Urgent Place","Friend(s)","Sunny","80","10AM","NAC2","Carry out & Take away","2h","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"181","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC1","Coffee House","1d","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"182","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","2h","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"183","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Coffee House","1d","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"184","No Urgent Place","Friend(s)","Sunny","80","2PM","NAC2","Restaurant(<20)","1d","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"185","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Coffee House","2h","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"186","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC2","Restaurant(<20)","2h","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"187","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC1","Coffee House","2h","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"188","No Urgent Place","Friend(s)","Sunny","55","2PM","NAC2","Carry out & Take away","1d","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","1","0","0","1","1"
"189","Home","Alone","Sunny","80","6PM","BAC1","Coffee House","2h","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","0","0","0","1","1"
"190","Work","Alone","Sunny","55","7AM","CBA2","Bar","1d","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y2","1","1","1","0","1","1"
"191","Work","Alone","Sunny","80","7AM","BAC2","Restaurant(20-50)","1d","Female","26","Single","1","Associates degree","Healthcare Practitioners & Technical","$25,000 - $37,499","1","never","1~3","4~8","1~3","less1","Y1","1","1","0","0","1","1"
